Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,ZIP Code,SWIS Code,DEC Region,Spill Date,Received Date,Contributing Factor,Waterbody,Source,Close Date,Material Name,Material Family,Quantity,Units,Recovered
0914256,217105; 46 E. BROADWAY,46 E. BROADWAY,,NEW YORK,New York,,3101,2,06/08/2009,03/30/2009,Unknown,,Commercial/Industrial,11/02/2009,unknown petroleum,Petroleum,0,Gallons,0
0914257,217109; BARKER AVE AND CHURCH ST,BARKER AVE AND CHURCH ST,,WHITE PLAINS,Westchester,,6017,3,06/08/2009,03/30/2009,Equipment Failure,,Commercial/Industrial,06/09/2009,dielectric fluid,Petroleum,0,Gallons,0
0914259,217128; E. POST ROAD AND MAMARONECK ROAD,E. POST ROAD AND MAMARONECK ROAD,,MAMARONECK,Westchester,,6032,3,06/09/2009,03/30/2009,Unknown,,Commercial/Industrial,11/11/2009,unknown petroleum,Petroleum,0,Gallons,0
0914260,217130; EAST 145 STREET & 3RD AVENUE,EAST 145 STREET & 3RD AVENUE,,NEW YORK,Bronx,,0301,2,06/10/2009,03/30/2009,Equipment Failure,,Commercial/Industrial,06/11/2009,dielectric fluid,Petroleum,0,Gallons,0
0914261,217131; 244 W 30 ST,244 W 30 ST,,NEW YORK,New York,,3101,2,06/10/2009,03/30/2009,Unknown,,Commercial/Industrial,06/28/2009,dielectric fluid,Petroleum,5,Gallons,0
0914262,217143; 5614 BROADWAY,5614 BROADWAY,,NEW YORK,Bronx,,0301,2,06/11/2009,03/30/2009,Equipment Failure,,Commercial/Industrial,06/12/2009,dielectric fluid,Petroleum,0,Gallons,0
0914263,217148; W 53 ST AND 7 AVE,W 53 ST AND 7 AVE,,NEW YORK,New York,,3101,2,06/11/2009,03/30/2009,Unknown,,Commercial/Industrial,06/15/2009,unknown petroleum,Petroleum,1,Gallons,0
0914264,217149; 101 LUDLOW ST AND DELANCY ST,101 LUDLOW ST AND DELANCY ST,,NEW YORK,New York,,3101,2,06/12/2009,03/30/2009,Unknown,,Commercial/Industrial,06/16/2009,motor oil,Petroleum,0,Gallons,0
0914265,217150; 111 LUDLOW ST AND DELANCY ST,111 LUDLOW ST AND DELANCY ST,,NEW YORK,New York,,3101,2,06/12/2009,03/30/2009,Unknown,,Commercial/Industrial,06/17/2009,motor oil,Petroleum,0,Gallons,0
0914266,217161; W. 184 ST AND BENNETT AVE,W. 184 ST AND BENNETT AVE,,NEW YORK,New York,,3101,2,06/15/2009,03/30/2009,Equipment Failure,,Commercial/Industrial,09/10/2009,dielectric fluid,Petroleum,0,Gallons,0
0914267,217177; BEAVER ST AND BROAD ST,BEAVER ST AND BROAD ST,,NEW YORK,New York,,3101,2,06/16/2009,03/30/2009,Unknown,,Commercial/Industrial,07/06/2009,unknown petroleum,Petroleum,0,Gallons,0
0914268,217186; 304 E93 ST BETWEEN 1AND 2 AVE'S,304 E93 ST BETWEEN 1AND 2 AVE'S,,NEW YORK,New York,,3101,2,06/16/2009,03/30/2009,Unknown,,Commercial/Industrial,06/22/2009,unknown petroleum,Petroleum,0,Gallons,0
0914269,217193; 8 AVE AND 130 ST,8 AVE AND 130 ST,,NEW YORK,New York,,3101,2,06/17/2009,03/30/2009,Unknown,,Commercial/Industrial,06/29/2009,unknown petroleum,Petroleum,0,Gallons,0
0914270,217199; 6 GREAT JONES ST,6 GREAT JONES ST,,NEW YORK,New York,,3101,2,06/17/2009,03/30/2009,Unknown,,Commercial/Industrial,07/28/2009,unknown petroleum,Petroleum,0,Gallons,0
9108104,2172 72ND ST,2172 72ND ST,,BROOKLYN,Kings,,2401,2,10/29/1991,10/29/1991,Unknown,,Commercial/Industrial,10/30/1991,medical waste,Other,0,Pounds,0
9108104,2172 72ND ST,2172 72ND ST,,BROOKLYN,Kings,,2401,2,10/29/1991,10/29/1991,Unknown,,Commercial/Industrial,10/30/1991,unknown petroleum,Petroleum,0,Pounds,0
2005766,2172 RABBIT LANE,2172 RABBIT LANE,,PHOENIX,Onondaga,13135,3436,7,09/24/2020,09/24/2020,Other,,Private Dwelling,10/06/2020,unknown petroleum,Petroleum,0,,0
0914271,217205; X-COUNTY MALL'S ACCESS RD,X-COUNTY MALL'S ACCESS RD,AND CENTRAL PARK AVE SERVICE RD,YONKERS,Westchester,,6018,3,06/17/2009,03/30/2009,Unknown,,Commercial/Industrial,06/22/2009,unknown petroleum,Petroleum,0,Gallons,0
0914272,217207; W 65 ST AND WEST END AVE,W 65 ST AND WEST END AVE,,NEW YORK,New York,,3101,2,06/17/2009,03/30/2009,Unknown,,Commercial/Industrial,11/11/2009,dielectric fluid,Petroleum,0,Gallons,0
0914273,217235,2420 BOSTON POST RD & WINANS,,LARCHMONT,Westchester,,6032,3,06/21/2009,03/30/2009,Equipment Failure,,Commercial/Industrial,06/22/2009,dielectric fluid,Petroleum,2,Gallons,0
0914274,217237; 5 AVE AND W 21 ST,5 AVE AND W 21 ST,,NEW YORK,New York,,3101,2,06/22/2009,03/30/2009,Unknown,,Commercial/Industrial,07/19/2009,unknown petroleum,Petroleum,0,Gallons,0
0914275,217247; E161ST AND RIVER AVE,E161ST AND RIVER AVE,,NEW YORK,Bronx,,0301,2,06/23/2009,03/30/2009,Unknown,,Commercial/Industrial,07/01/2009,unknown petroleum,Petroleum,0,Gallons,0
0914276,217251; W 195TH ST AND JEROME AVE,W 195TH ST AND JEROME AVE,,NEW YORK,Bronx,,0301,2,06/23/2009,03/30/2009,Unknown,,Commercial/Industrial,07/15/2009,dielectric fluid,Petroleum,3,Gallons,0
0914277,217258; W 100 ST,W 100 ST,120 W 100TH STREET,NEW YORK,New York,,3101,2,06/23/2009,03/30/2009,Unknown,,Commercial/Industrial,07/08/2010,unknown petroleum,Petroleum,0,Gallons,0
0914278,217260; HOE AVE AND E 173RD ST.,HOE AVE AND E 173RD ST.,,NEW YORK,Bronx,,0301,2,06/23/2009,03/30/2009,Unknown,,Commercial/Industrial,07/07/2009,dielectric fluid,Petroleum,0,Gallons,0
0914279,217262; 20 PROSPECT PARK SOUTHWEST,20 PROSPECT PARK SOUTHWEST,,NEW YORK,Kings,,2401,2,06/23/2009,03/30/2009,Equipment Failure,,Commercial/Industrial,06/30/2009,dielectric fluid,Petroleum,0,Gallons,0
0914280,217299; CONEY ISLAND AVE AND PARKVILLE AVE,CONEY ISLAND AVE AND PARKVILLE AVE,,NEW YORK,Kings,,2401,2,06/25/2009,03/30/2009,Equipment Failure,,Commercial/Industrial,11/17/2009,dielectric fluid,Petroleum,0,Gallons,0
0914281,217302; 49 DIVISION ST,49 DIVISION ST,,NEW YORK,New York,,3101,2,06/25/2009,03/30/2009,Unknown,,Commercial/Industrial,07/15/2009,unknown petroleum,Petroleum,0,Gallons,0
0914282,217305; SOUTH BROADWAY & MCLEAN AVE,SOUTH BROADWAY & MCLEAN AVE,,YONKERS,Westchester,,6018,3,06/26/2009,03/30/2009,Equipment Failure,,Commercial/Industrial,06/26/2009,dielectric fluid,Petroleum,0,Gallons,0
0914283,217309; MANHATTAN COLLEGE PKWY AND BROADWAY,MANHATTAN COLLEGE PKWY AND BROADWAY,,NEW YORK,Bronx,,0301,2,06/26/2009,03/30/2009,Equipment Failure,,Commercial/Industrial,07/07/2009,dielectric fluid,Petroleum,0,Gallons,0
0914284,217322; 111 LUDLOW ST,111 LUDLOW ST,,NEW YORK,New York,,3101,2,06/29/2009,03/30/2009,Unknown,,Commercial/Industrial,11/02/2009,unknown petroleum,Petroleum,3,Gallons,0
0914285,217341; 8 AVE AND 33RD ST,8 AVE AND 33RD ST,,NEW YORK,New York,,3101,2,06/29/2009,03/30/2009,Unknown,,Commercial/Industrial,07/17/2009,unknown petroleum,Petroleum,2,Gallons,0
0914286,217342; SUTTER AVE AND LOGAN ST,SUTTER AVE AND LOGAN ST,,NEW YORK,Kings,,2401,2,06/29/2009,03/30/2009,Equipment Failure,,Commercial/Industrial,07/07/2009,dielectric fluid,Petroleum,0,Gallons,0
0914287,217359; MADISON AVENUE AND E 43RD STREET,MADISON AVENUE AND E 43RD STREET,,MANHATTAN,New York,,3101,2,07/01/2009,12/31/2009,Unknown,,Commercial/Industrial,07/08/2010,unknown petroleum,Petroleum,0,Gallons,0
0914288,217360; 317 AVE C,317 AVE C,,MANHATTAN,New York,,3101,2,07/01/2009,12/31/2009,Unknown,,Commercial/Industrial,08/03/2009,unknown petroleum,Petroleum,0,Gallons,0
0914289,217366; 102 5 ST,102 5 ST,,BROOKLYN,Kings,,2401,2,07/01/2009,12/31/2009,Unknown,,Commercial/Industrial,07/07/2009,unknown petroleum,Petroleum,0,Gallons,0
0914290,217371; MILE SQUARE ROAD AND MIDLAND AVENUE,MILE SQUARE ROAD AND MIDLAND AVENUE,,WESTCHESTER,Westchester,,6000,3,07/01/2009,12/31/2009,Unknown,,Commercial/Industrial,07/02/2009,unknown petroleum,Petroleum,1,Gallons,0
0914291,217372; MILE SQUARE ROAD AND MIDLAND AVENUE,MILE SQUARE ROAD AND MIDLAND AVENUE,,WESTCHESTER,Westchester,,6000,3,07/01/2009,12/31/2009,Unknown,,Commercial/Industrial,07/02/2009,unknown petroleum,Petroleum,1,Gallons,0
0914292,217381; POST STREET AND SOUTH BROADWAY,POST STREET AND SOUTH BROADWAY,,WESTCHESTER,Westchester,,6018,3,07/02/2009,12/31/2009,Unknown,,Commercial/Industrial,08/06/2010,unknown petroleum,Petroleum,1,Gallons,0
0914293,217397; E 11 ST AND AVE D,E 11 ST AND AVE D,,MANHATTAN,New York,,3101,2,07/03/2009,12/31/2009,Unknown,,Commercial/Industrial,09/09/2009,unknown petroleum,Petroleum,0,Gallons,0
0914294,217398; E 65 ST AND MADISON AVE,E 65 ST AND MADISON AVE,,MANHATTAN,New York,,3101,2,07/03/2009,12/31/2009,Unknown,,Commercial/Industrial,08/13/2009,unknown petroleum,Petroleum,1,Gallons,0
0914295,217402; MADISON AVENUE AND E. 31 STREET,MADISON AVENUE AND E. 31 STREET,,MANHATTAN,New York,,3101,2,07/04/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,02/23/2010,dielectric fluid,Petroleum,0,Gallons,0
0914296,217405; 2 AVE AND 99TH ST,2 AVE AND 99TH ST,,MANHATTAN,New York,,3101,2,07/05/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,07/09/2009,dielectric fluid,Petroleum,0,Gallons,0
0914297,217408; EASTCHESTER RD AND WILLIAMSBRIDGE RD,EASTCHESTER RD AND WILLIAMSBRIDGE RD,,BRONX,Bronx,,0301,2,07/05/2009,12/31/2009,Unknown,,Commercial/Industrial,07/06/2009,unknown petroleum,Petroleum,0,Gallons,0
0914298,217413; 17 AVE AND BATH AVE,17 AVE AND BATH AVE,,BROOKLYN,Kings,,2401,2,07/06/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,07/07/2009,dielectric fluid,Petroleum,0,Gallons,0
0914299,217420; 242 W 54 ST AND BROADWAY,242 W 54 ST AND BROADWAY,,MANHATTAN,New York,,3101,2,07/06/2009,12/31/2009,Unknown,,Commercial/Industrial,07/08/2010,unknown petroleum,Petroleum,1,Gallons,0
0914300,217425; QUINCY AVE AND PATCHEN AVE,QUINCY AVE AND PATCHEN AVE,,BROOKLYN,Kings,,2401,2,07/06/2009,12/31/2009,Unknown,,Commercial/Industrial,10/02/2009,unknown petroleum,Petroleum,0,Gallons,0
0914301,217428; 118 ST AND 3 AVE,118 ST AND 3 AVE,,MANHATTAN,New York,,3101,2,07/06/2009,12/31/2009,Unknown,,Commercial/Industrial,07/14/2009,unknown petroleum,Petroleum,0,Gallons,0
0914302,217436; BROOK AVENUE B/T 147 AND 148 STREETS,BROOK AVENUE B/T 147 AND 148 STREETS,,BRONX,Bronx,,0301,2,07/07/2009,12/31/2009,Unknown,,Commercial/Industrial,07/08/2010,unknown petroleum,Petroleum,0,Gallons,0
0914303,217438; E 52 ST AND 3 AVE,E 52 ST AND 3 AVE,,MANHATTAN,New York,,3101,2,07/07/2009,12/31/2009,Unknown,,Commercial/Industrial,07/23/2009,dielectric fluid,Petroleum,0,Gallons,0
0914304,217439; 1201 OAK POINT AVENUE,1201 OAK POINT AVENUE,,NEW YORK,Bronx,,0301,2,07/07/2009,12/31/2009,Unknown,,Commercial/Industrial,07/17/2009,unknown petroleum,Petroleum,1,Gallons,0
0914305,217443; FULTON ST AND WATER ST,FULTON ST AND WATER ST,,MANHATTAN,New York,,3101,2,07/07/2009,12/31/2009,Unknown,,Commercial/Industrial,07/23/2009,unknown petroleum,Petroleum,0,Gallons,0
0914306,217452; STILLWELL AVE AND ELY AVE,STILLWELL AVE AND ELY AVE,,BRONX,Bronx,,0301,2,07/08/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,07/10/2009,dielectric fluid,Petroleum,0,Gallons,0
0914307,217456; PARK CIRCLE AND PROSPECT PARK SOUTH,PARK CIRCLE AND PROSPECT PARK SOUTH,,BROOKLYN,Kings,,2401,2,07/08/2009,12/31/2009,Unknown,,Commercial/Industrial,08/28/2009,unknown petroleum,Petroleum,0,Gallons,0
0914308,217495; E 75 ST AND YORK AVE,E 75 ST AND YORK AVE,,NEW YORK,New York,,3101,2,07/10/2009,12/31/2009,Unknown,,Commercial/Industrial,07/16/2009,unknown petroleum,Petroleum,0,Gallons,0
9205906,2175 CEDAR AVE,2175 CEDAR AVE,,BRONX,Bronx,,0301,2,08/21/1992,08/21/1992,Equipment Failure,,Commercial/Industrial,08/21/1992,#6 fuel oil,Petroleum,1000,Gallons,0
0070080,2175 PORTLAND AVENUE,2175 PORTLAND AVENUE,,IRONDEQUOIT,Monroe,14617,2834,8,05/08/2000,05/08/2000,Equipment Failure,,Commercial Vehicle,05/08/2000,fertilizers,Other,5,Gallons,5
0914309,217501; 712 E 180TH ST,712 E 180TH ST,,BRONX,Bronx,,0301,2,07/10/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,08/04/2009,dielectric fluid,Petroleum,0,Gallons,0
0914310,217517; HOE AVE AND WESTCHESTER AVE,HOE AVE AND WESTCHESTER AVE,,BRONX,Bronx,,0301,2,07/12/2009,12/31/2009,Unknown,,Commercial/Industrial,09/14/2009,dielectric fluid,Petroleum,0,Gallons,0
0914311,217537; 204 FORSYTH ST.,204 FORSYTH ST.,,MANHATTAN,New York,,3101,2,07/14/2009,12/31/2009,Unknown,,Commercial/Industrial,12/17/2009,unknown petroleum,Petroleum,0,Gallons,0
0914312,217545; FREDRICK DOUGLAS BLVD AND W 155 ST,FREDRICK DOUGLAS BLVD AND W 155 ST,,MANHATTAN,New York,,3101,2,07/14/2009,12/31/2009,Unknown,,Commercial/Industrial,07/31/2009,unknown petroleum,Petroleum,2,Gallons,0
0914313,217546; 21 STREET AND 31 RD,21 STREET AND 31 RD,,QUEENS,Queens,,4101,2,07/14/2009,12/31/2009,Unknown,,Commercial/Industrial,07/17/2009,unknown petroleum,Petroleum,0,Gallons,0
0914314,217562; E 135 ST AND THIRD AVE,E 135 ST AND THIRD AVE,,BRONX,Bronx,,0301,2,07/15/2009,12/31/2009,Unknown,,Commercial/Industrial,10/25/2009,unknown petroleum,Petroleum,1,Gallons,0
0914315,217565; LEXINGTON AVE AND 50TH ST,LEXINGTON AVE AND 50TH ST,,NEW YORK,New York,,3101,2,07/16/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,08/13/2009,dielectric fluid,Petroleum,0,Gallons,0
0914316,217566; BENNETT AVE AND W 190TH ST,BENNETT AVE AND W 190TH ST,,MANHATTAN,New York,,3101,2,07/16/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,11/05/2009,dielectric fluid,Petroleum,3,Gallons,0
0914318,217572; E54 ST AND 3RD AVE,E54 ST AND 3RD AVE,,MANHATTAN,New York,,3101,2,07/16/2009,12/31/2009,Unknown,,Commercial/Industrial,07/20/2009,unknown petroleum,Petroleum,0,Gallons,0
0914317,217573; 30 WORTH ST.,30 WORTH ST.,,WESTCHESTER,Westchester,,6000,3,07/16/2009,12/31/2009,Unknown,,Commercial/Industrial,07/16/2009,unknown petroleum,Petroleum,1,Gallons,0
0914319,217580; 511 THEODORE FREMD AVENUE,511 THEODORE FREMD AVENUE,,WESTCHESTER,Westchester,,6000,3,07/16/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,07/20/2009,dielectric fluid,Petroleum,0,Gallons,0
0914320,217591; 69 REMSEN AVE,69 REMSEN AVE,,BROOKLYN,Kings,,2401,2,07/17/2009,12/31/2009,Unknown,,Commercial/Industrial,09/26/2009,unknown petroleum,Petroleum,0,Gallons,0
0914321,217594; 35 AVE AND UNION ST,35 AVE AND UNION ST,,QUEENS,Queens,,4101,2,07/17/2009,12/31/2009,Unknown,,Commercial/Industrial,08/27/2009,unknown petroleum,Petroleum,0,Gallons,0
0914322,"217602; EASTCHESTER ROAD AND WATERS PLACE,","EASTCHESTER ROAD AND WATERS PLACE,",,BRONX,Bronx,,0301,2,07/17/2009,12/31/2009,Unknown,,Commercial/Industrial,07/24/2009,unknown petroleum,Petroleum,1,Gallons,0
0914323,217608; 83 AVE AND WOODHAVEN BLVD,83 AVE AND WOODHAVEN BLVD,,QUEENS,Queens,,4101,2,07/18/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,08/05/2009,dielectric fluid,Petroleum,2,Gallons,0
0914324,217609; MADISON AVE AND 48TH ST,MADISON AVE AND 48TH ST,,MANHATTAN,New York,,3101,2,07/18/2009,12/31/2009,Unknown,,Commercial/Industrial,08/30/2009,unknown petroleum,Petroleum,0,Gallons,0
0914325,217631; INWOOD AVE AND GHOBLE AVE,INWOOD AVE AND GHOBLE AVE,,WESTCHESTER,Westchester,,6000,3,07/21/2009,12/31/2009,Unknown,,Commercial/Industrial,07/24/2009,unknown petroleum,Petroleum,0,Gallons,0
0914326,217633; SHAKESPEARE AVENUE,SHAKESPEARE AVENUE,AND CROSS BRONX EXPRESSWAY SERVICE ROAD,BRONX,Bronx,,0301,2,07/21/2009,12/31/2009,Unknown,,Commercial/Industrial,07/22/2009,unknown petroleum,Petroleum,1,Gallons,0
0914327,217635; KING ST AND HUDSON ST,KING ST AND HUDSON ST,,MANHATTAN,New York,,3101,2,07/21/2009,12/31/2009,Unknown,,Commercial/Industrial,07/08/2010,dielectric fluid,Petroleum,0,Gallons,0
0914328,217639; BRONX PARK AVENUE AND EAST 179 STREET,BRONX PARK AVENUE AND EAST 179 STREET,,BRONX,Bronx,,0301,2,07/21/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,07/22/2009,unknown petroleum,Petroleum,0,Gallons,0
0914329,217644; W 51 ST AND 7TH AVE,W 51 ST AND 7TH AVE,,MANHATTAN,New York,,3101,2,07/21/2009,12/31/2009,Unknown,,Commercial/Industrial,08/13/2009,unknown petroleum,Petroleum,3,Gallons,0
0914330,217652; CROTONA PKWY AND  ELSMERE PLACE,CROTONA PKWY AND  ELSMERE PLACE,,BRONX,Bronx,,0301,2,07/22/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,07/08/2010,dielectric fluid,Petroleum,0,Gallons,0
0914331,217666; 530 E. 80 ST,530 E. 80 ST,,MANHATTAN,New York,,3101,2,07/22/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,08/12/2009,dielectric fluid,Petroleum,1,Gallons,0
0914332,217671; 601 E 163 ST,601 E 163 ST,,BRONX,Bronx,,0301,2,07/23/2009,12/31/2009,Unknown,,Commercial/Industrial,07/24/2009,unknown petroleum,Petroleum,0,Gallons,0
0914333,217677; W 40 ST AND 5 AVE,W 40 ST AND 5 AVE,,MANHATTAN,New York,,3101,2,07/23/2009,12/31/2009,Unknown,,Commercial/Industrial,07/08/2010,unknown petroleum,Petroleum,0,Gallons,0
0914335,217678; E 35 ST AND 5 AVE,E 35 ST AND 5 AVE,,MANHATTAN,New York,,3101,2,07/23/2009,12/31/2009,Unknown,,Commercial/Industrial,08/19/2009,unknown petroleum,Petroleum,0,Gallons,0
0914334,217680; EAST 181ST STREET AND VYSE AVENUE,EAST 181ST STREET AND VYSE AVENUE,,BRONX,Bronx,,0301,2,07/23/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,07/24/2009,unknown petroleum,Petroleum,0,Gallons,0
0914336,217713; E 91 ST AND PARK AVE,E 91 ST AND PARK AVE,,MANHATTAN,New York,,3101,2,07/26/2009,12/31/2009,Unknown,,Commercial/Industrial,08/13/2009,unknown petroleum,Petroleum,0,Gallons,0
0914337,217723; E 45 ST AND LEXINGTON AVE,E 45 ST AND LEXINGTON AVE,,MANHATTAN,New York,,3101,2,07/27/2009,12/31/2009,Unknown,,Commercial/Industrial,10/06/2009,unknown petroleum,Petroleum,1,Gallons,0
0914338,217731; PARK ROW AND SPRUCE ST,PARK ROW AND SPRUCE ST,,MANHATTAN,New York,,3101,2,07/27/2009,12/31/2009,Unknown,,Commercial/Industrial,09/04/2009,dielectric fluid,Petroleum,0,Gallons,0
0914340,217744; JEROME AVE AND W 183RD ST,JEROME AVE AND W 183RD ST,,BRONX,Bronx,,0301,2,07/28/2009,12/31/2009,Unknown,,Commercial/Industrial,07/29/2009,unknown petroleum,Petroleum,0,Gallons,0
0914339,217745; EASTERN PKWY AND BEDFORD AVE,EASTERN PKWY AND BEDFORD AVE,,BROOKLYN,Kings,,2401,2,07/28/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,08/05/2009,dielectric fluid,Petroleum,2,Gallons,0
0914341,217750; BEDFORD AVE AND HAWTHORNE ST,BEDFORD AVE AND HAWTHORNE ST,,BROOKLYN,Kings,,2401,2,07/28/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,10/20/2009,dielectric fluid,Petroleum,0,Gallons,0
0914342,217774; E. 135TH ST AND WALNUT AVE,E. 135TH ST AND WALNUT AVE,,BRONX,Bronx,,0301,2,07/29/2009,12/31/2009,Unknown,,Commercial/Industrial,08/04/2009,unknown petroleum,Petroleum,0,Gallons,0
0914343,217781; FRANCIS LEWIS BLVD AND 21 AVE,FRANCIS LEWIS BLVD AND 21 AVE,,QUEENS,Queens,,4101,2,07/30/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,09/15/2009,dielectric fluid,Petroleum,0,Gallons,0
0914344,217785; GREENE AVE AND TOMPKINS AVE,GREENE AVE AND TOMPKINS AVE,,BROOKLYN,Kings,,2401,2,07/30/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,11/25/2009,dielectric fluid,Petroleum,1,Gallons,0
0914345,217790; W 192 ST AND DAVIDSON AVE,W 192 ST AND DAVIDSON AVE,,BRONX,Bronx,,0301,2,07/30/2009,12/31/2009,Unknown,,Commercial/Industrial,07/08/2010,unknown petroleum,Petroleum,0,Gallons,0
0914346,217792; 32 AVE AND 100TH ST,32 AVE AND 100TH ST,,QUEENS,Queens,,4101,2,07/30/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,10/07/2009,dielectric fluid,Petroleum,0,Gallons,0
0914347,217793; EAST 7 ST AND GREENWOOD AVENUE,EAST 7 ST AND GREENWOOD AVENUE,,BROOKLYN,Kings,,2401,2,07/30/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,07/08/2010,dielectric fluid,Petroleum,0,Gallons,0
0914348,217795; W 33 ST AND 8TH AVE,W 33 ST AND 8TH AVE,,NEW YORK,New York,,3101,2,07/31/2009,12/31/2009,Human Error,,Commercial/Industrial,08/04/2009,dielectric fluid,Petroleum,0,Gallons,0
0914349,217800; MONUMENT WALK AND EDWARDS ST,MONUMENT WALK AND EDWARDS ST,,BROOKLYN,Kings,,2401,2,07/31/2009,12/31/2009,Unknown,,Commercial/Industrial,11/05/2009,unknown petroleum,Petroleum,0,Gallons,0
0914350,217802; 723 EAST 13TH ST,723 EAST 13TH ST,,MANHATTAN,New York,,3101,2,07/31/2009,12/31/2009,Unknown,,Commercial/Industrial,07/08/2010,unknown petroleum,Petroleum,4,Gallons,0
0914351,217806; KRAFT AVE AND MIDLAND AVE,KRAFT AVE AND MIDLAND AVE,,WESTCHESTER,Westchester,,6000,3,07/31/2009,12/31/2009,Unknown,,Commercial/Industrial,08/03/2009,unknown petroleum,Petroleum,0,Gallons,0
0914352,217809; 43 ST AND 6TH AVE,43 ST AND 6TH AVE,,NEW YORK,New York,,3101,2,08/01/2009,12/31/2009,Unknown,,Commercial/Industrial,08/04/2009,unknown petroleum,Petroleum,1,Gallons,0
0914353,217810; 8TH AVE AND 16TH ST,8TH AVE AND 16TH ST,,NEW YORK,New York,,3101,2,08/01/2009,12/31/2009,Unknown,,Commercial/Industrial,08/12/2009,unknown petroleum,Petroleum,0,Gallons,0
0914354,217821; 120 W39 ST,120 W39 ST,,NEW YORK,New York,,3101,2,08/03/2009,12/31/2009,Unknown,,Commercial/Industrial,08/06/2009,dielectric fluid,Petroleum,0,Gallons,0
0914355,217823; 963 SHERMAN AVE,963 SHERMAN AVE,,BRONX,Bronx,,0301,2,08/03/2009,12/31/2009,Unknown,,Commercial/Industrial,08/13/2009,unknown petroleum,Petroleum,0,Gallons,0
0914356,217835; 3RD AVE AND PROSPECT AVE,3RD AVE AND PROSPECT AVE,,WESTCHESTER,Westchester,,6000,3,08/04/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,08/05/2009,lube oil,Petroleum,0,Gallons,0
0914357,217841; MAJOR DEEGAN EXPY AND E 233 ST,MAJOR DEEGAN EXPY AND E 233 ST,,BRONX,Bronx,,0301,2,08/04/2009,12/31/2009,Unknown,,Commercial/Industrial,08/06/2009,unknown petroleum,Petroleum,0,Gallons,0
0914358,217842; JOHN ST AND PEARL ST,JOHN ST AND PEARL ST,,MANHATTAN,New York,,3101,2,08/04/2009,12/31/2009,Unknown,,Commercial/Industrial,08/11/2009,unknown petroleum,Petroleum,0,Gallons,0
0914359,217860; 2 AVE AND 115TH ST,2 AVE AND 115TH ST,,MANHATTAN,New York,,3101,2,08/04/2009,12/31/2009,Unknown,,Commercial/Industrial,08/11/2009,unknown petroleum,Petroleum,2,Gallons,0
0914360,217865; RT 119 AND TARRYTOWN ROAD,RT 119 AND TARRYTOWN ROAD,,WESTCHESTER,Westchester,,6018,3,08/05/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,08/06/2010,dielectric fluid,Petroleum,0,Gallons,0
0914361,217873; MORRIS AVE AND E TREMONT AVE,MORRIS AVE AND E TREMONT AVE,,BRONX,Bronx,,0301,2,08/05/2009,12/31/2009,Unknown,,Commercial/Industrial,10/18/2009,unknown petroleum,Petroleum,0,Gallons,0
0914362,217877; E HAVEN AVE AND W 19TH ST,E HAVEN AVE AND W 19TH ST,,MANHATTAN,New York,,3101,2,08/05/2009,12/31/2009,Unknown,,Commercial/Industrial,08/08/2009,dielectric fluid,Petroleum,0,Gallons,0
0914363,217883; PLAZA ST EAST AND BUTLER PL,PLAZA ST EAST AND BUTLER PL,,BROOKLYN,Kings,,2401,2,08/06/2009,12/31/2009,Unknown,,Commercial/Industrial,08/07/2009,unknown petroleum,Petroleum,0,Gallons,0
0914364,217887; PEARL ST AND FRONT ST,PEARL ST AND FRONT ST,,BROOKLYN,Kings,,2401,2,08/06/2009,12/31/2009,Unknown,,Commercial/Industrial,11/25/2009,unknown petroleum,Petroleum,0,Gallons,0
0914365,217889; CLERMONT AVE AND PARK AVE,CLERMONT AVE AND PARK AVE,,BROOKLYN,Kings,,2401,2,08/06/2009,12/31/2009,Equipment Failure,,Commercial/Industrial,10/20/2009,dielectric fluid,Petroleum,0,Gallons,0
0914366,217897; 2 AVENUE AND 125TH STREET,2 AVENUE AND 125TH STREET,,MANHATTAN,New York,,3101,2,08/07/2009,12/31/2009,Unknown,,Commercial/Industrial,07/08/2010,dielectric fluid,Petroleum,0,Gallons,0
